n,n+1
0.23,0.7084
0.7084,0.82627776
0.82627776,0.5741712933175297
0.5741712933175297,0.9779944769904199
0.9779944769904199,0.08608511986661992
0.08608511986661992,0.31469788801667836
0.31469788801667836,0.862652509178082
0.862652509178082,0.4739326303473646
0.4739326303473646,0.9972819689575716
0.9972819689575716,0.010842573398723198
0.010842573398723198,0.042900048003265995
0.042900048003265995,0.16423853553833387
0.16423853553833387,0.5490569559302292
0.5490569559302292,0.9903736602994382
0.9903736602994382,0.03813469313812481
0.03813469313812481,0.14672175326954345
0.14672175326954345,0.5007779215482187
0.5007779215482187,0.9999975793522593
0.9999975793522593,9.682567524647623e-06
9.682567524647623e-06,3.8729895090135015e-05
3.8729895090135015e-05,0.0001549135803414453
0.0001549135803414453,0.0006195583284962843
0.0006195583284962843,0.002476697903895501
0.002476697903895501,0.009882255485553363
0.009882255485553363,0.039138386048286455
0.039138386048286455,0.150426291143287
0.150426291143287,0.5111928883046483
0.5111928883046483,0.9994988770055987
0.9994988770055987,0.0020034874805831453
0.0020034874805831453,0.007997894073993168
0.007997894073993168,0.03173571105749741
0.03173571105749741,0.12291422280468979
0.12291422280468979,0.43122526654803545
0.43122526654803545,0.981080144154445
0.981080144154445,0.07424757960135367
0.07424757960135367,0.27493950609877726
0.27493950609877726,0.7973910963397507
0.7973910963397507,0.6462341432713645
0.6462341432713645,0.9144623013667601
0.9144623013667601,0.3128840029830757
0.3128840029830757,0.8599504146414495
0.8599504146414495,0.4817427959977943
0.4817427959977943,0.9986666980080875
0.9986666980080875,0.0053260971908434705
0.0053260971908434705,0.02119091951822864
0.02119091951822864,0.08296745779280239
0.08296745779280239,0.3043354349608078
0.3043354349608078,0.8468615119520948
0.8468615119520948,0.5187483661052271
0.5187483661052271,0.9985939950735375
0.9985939950735375,0.005616112306436967
0.005616112306436967,0.022338286355993817
0.022338286355993817,0.08735714927468576
0.08735714927468576,0.3189035109811441
0.3189035109811441,0.8688162466601737
0.8688162466601737,0.4558983047980078
0.4558983047980078,0.9922201619212422
0.9922201619212422,0.03087724879290451
0.03087724879290451,0.11969537719954233
0.11969537719954233,0.42147357550640646
0.42147357550640646,0.9753344026250077
0.9753344026250077,0.09622882272450829
0.09622882272450829,0.3478753456062538
0.3478753456062538,0.9074323581023332
0.9074323581023332,0.33599549428468833
0.33599549428468833,0.8924100884203052
0.8924100884203052,0.38405729002387295
0.38405729002387295,0.9462291520135667
0.9462291520135667,0.20351817557301266
0.20351817557301266,0.6483941111377802
0.6483941111377802,0.9119167511185126
0.9119167511185126,0.32129836059187755
0.32129836059187755,0.8722628962913975
0.8722628962913975,0.4456813441789608
0.4456813441789608,0.9881979345191818
0.9881979345191818,0.046651106924818685
0.046651106924818685,0.17789912459003127
0.17789912459003127,0.5850041042405273
0.5850041042405273,0.9710972090490623
0.9710972090490623,0.11226967850473649
0.11226967850473649,0.3986607911727184
0.3986607911727184,0.9589214590170424
0.9589214590170424,0.1575643778146763
0.1575643778146763,0.530951378634201
0.530951378634201,0.9961680486425692
0.9961680486425692,0.015269070024900145
0.015269070024900145,0.060143702101899364
0.060143702101899364,0.22610574879750941
0.22610574879750941,0.699927756632908
0.699927756632908,0.8401155685109309
0.8401155685109309,0.537285600225945
0.537285600225945,0.994439136063164
0.994439136063164,0.022119762916447867
0.022119762916447867,0.08652191601987201
0.08652191601987201,0.3161434962724889
0.3161434962724889,0.8647871441483826
0.8647871441483826,0.4677213578562684
0.4677213578562684,0.9958323570454275
0.9958323570454275,0.016601094827102824
0.016601094827102824,0.06530199391057745
0.06530199391057745,0.2441505740075214
0.2441505740075214,0.7381642848772769
0.7381642848772769,0.7731110936355812
0.7731110936355812,0.7016413221327072
0.7016413221327072,0.8373631088342951
0.8373631088342951,0.5447445311906383
0.5447445311906383,0.99199170771412
0.99199170771412,0.0317766381621755
0.0317766381621755,0.12306753371714269
0.12306753371714269,0.4316876634476905
0.4316876634476905,0.981333698699056
0.981333698699056,0.07327148198674567
0.07327148198674567,0.2716110876568467
0.2716110876568467,0.7913540188748458
0.7913540188748458,0.660451342741904
0.660451342741904,0.8970214664492803
0.8970214664492803,0.36949582071385206
0.36949582071385206,0.9318746367553957
0.9318746367553957,0.25393719250957997
0.25393719250957997,0.75781237907973
0.75781237907973,0.7341311087729985
0.7341311087729985,0.7807304956189054
0.7807304956189054,0.684761555318255
0.684761555318255,0.8634526707055176
0.8634526707055176,0.47160862462810643
0.47160862462810643,0.996775719217969
0.996775719217969,0.012855539181878359
0.012855539181878359,0.0507610971768862
0.0507610971768862,0.19273763276113967
0.19273763276113967,0.622359350715087
0.622359350715087,0.9401127571703294
0.9401127571703294,0.22520304390372273
0.22520304390372273,0.6979465316808827
0.6979465316808827,0.8432686823820372
0.8432686823820372,0.5286664467828002
0.5286664467828002,0.9967129393153955
0.9967129393153955,0.01310502366664088
0.01310502366664088,0.051733128085350646
0.051733128085350646,0.1962272461754214
0.1962272461754214,0.6308884561353278
0.6308884561353278,0.9314728482020415
0.9314728482020415,0.25532472505767234
0.25532472505767234,0.7605360393275855
0.7605360393275855,0.7284838888459793
0.7284838888459793,0.7911804501512728
0.7911804501512728,0.6608557817988086
0.6608557817988086,0.8965016698475764
0.8965016698475764,0.3711457032323341
0.3711457032323341,0.9335862808180412
0.9335862808180412,0.24801174834551493
0.24801174834551493,0.7460076841124637
0.7460076841124637,0.7579208774304892
0.7579208774304892,0.7339072839419463
0.7339072839419463,0.781149530075607
0.781149530075607,0.6838197669530616
0.6838197669530616,0.8648411731092885
0.8648411731092885,0.4675636736169526
0.4675636736169526,0.9957915389230897
0.9957915389230897,0.016762999729097755
0.016762999729097755,0.06592800627672009
0.06592800627672009,0.24632601706038737
0.24632601706038737,0.7425980415182125
0.7425980415182125,0.7645847610061105
0.7645847610061105,0.7199796169733576
0.7199796169733576,0.8064358724650196
0.8064358724650196,0.624388224266409
0.624388224266409,0.9381102786553981
0.9381102786553981,0.23223753494595775
0.23223753494595775,0.7132130492327312
0.7132130492327312,0.8181607825475238
0.8181607825475238,0.5950948657949892
0.5950948657949892,0.963827865997732
0.963827865997732,0.13945484289596002
0.13945484289596002,0.48002875875529255
0.48002875875529255,0.9984045980925829
0.9984045980925829,0.00637142640068379
0.00637142640068379,0.02532332530521784
0.02532332530521784,0.09872821800281582
0.09872821800281582,0.3559238278912172
0.3559238278912172,0.9169682265219217
0.9169682265219217,0.3045499922846537
0.3045499922846537,0.8471971779362842
0.8471971779362842,0.5178164785323207
0.5178164785323207,0.9987302923708294
0.9987302923708294,0.005072381886827936
0.005072381886827936,0.020186611315288462
0.020186611315288462,0.07911644815557572
0.07911644815557572,0.29142814314728727
0.29142814314728727,0.8259911221160461
0.8259911221160461,0.5749191532060846
0.5749191532060846,0.9775484819315329
0.9775484819315329,0.08778978961955368
0.08778978961955368,0.32033096983243275
0.32033096983243275,0.8708761583945832
0.8708761583945832,0.4498035005379041
0.4498035005379041,0.9899212457670072
0.9899212457670072,0.03990869178441476
0.03990869178441476,0.15326395241788537
0.15326395241788537,0.5190964532285341
0.5190964532285341,0.9985413018963616
0.9985413018963616,0.005826281213923414
0.005826281213923414,0.023169342644558787
0.023169342644558787,0.09053009682391126
0.09053009682391126,0.3293375935718581
0.3293375935718581,0.8834973721286229
0.8834973721286229,0.41171906228176214
0.41171906228176214,0.9688259041423545
0.9688259041423545,0.1208090864204154
0.1208090864204154,0.42485700423472
0.42485700423472,0.9774141207496766
0.9774141207496766,0.08830302923525286
0.08830302923525286,0.32202241705252377
0.32202241705252377,0.8732959198726968
0.8732959198726968,0.44260062482558843
0.44260062482558843,0.9868212469183485
0.9868212469183485,0.05202029419545747
0.05202029419545747,0.1972567327491021
0.1972567327491021,0.6333860565370056
0.6333860565370056,0.9288326396860269
0.9288326396860269,0.2644102685596568
0.2644102685596568,0.777989913759468
0.777989913759468,0.6908864313920141
0.6908864313920141,0.8542494812416875
0.8542494812416875,0.4980292201599811
0.4980292201599811,0.9999844641072887
0.9999844641072887,6.214260538936958e-05
6.214260538936958e-05,0.00024855497474386
0.00024855497474386,0.0009939727806735604
0.0009939727806735604,0.003971939195139362
0.003971939195139362,0.01582465157667791
0.01582465157667791,0.062296927916618616
0.062296927916618616,0.23366408275508097
0.23366408275508097,0.7162607167412305
0.7162607167412305,0.8129252095782771
0.8129252095782771,0.6083112528415655
0.6083112528415655,0.9530746900315619
0.9530746900315619,0.17889330101121653
0.17889330101121653,0.5875619514581072
0.5875619514581072,0.9693316186273924
0.9693316186273924,0.11891132702636771
0.11891132702636771,0.41908569332478374
0.41908569332478374,0.9738114999010762
0.9738114999010762,0.10201065024596993
0.10201065024596993,0.36641790992945733
0.36641790992945733,0.9286233008495417
0.9286233008495417,0.2651282638753731
0.2651282638753731,0.7793410702792144
0.7793410702792144,0.687874265821052
0.687874265821052,0.8588130409688027
0.8588130409688027,0.48501280652288115
0.48501280652288115,0.9991015361267176
0.9991015361267176,0.003590626543803253
0.003590626543803253,0.014310935779304753
0.014310935779304753,0.05642453158570147
0.05642453158570147,0.2129632152841426
0.2129632152841426,0.6704395368799301
0.6704395368799301,0.8838014570726198
0.8838014570726198,0.41078576619573587
0.41078576619573587,0.9681632819468723
0.9681632819468723,0.12329256574693345
0.12329256574693345,0.43236603591388617
0.43236603591388617,0.9817025876079931
0.9817025876079931,0.07185046836705487
0.07185046836705487,0.26675191424995887
0.26675191424995887,0.7823813219757659
0.7823813219757659,0.6810431559968753
0.6810431559968753,0.8688935026667644
0.8688935026667644,0.4556703347609837
0.4556703347609837,0.9921395231191871
0.9921395231191871,0.031194759136076534
0.031194759136076534,0.12088658455407482
0.12088658455407482,0.42509207291570134
0.42509207291570134,0.9775552098397337
0.9775552098397337,0.08776408621971184
0.08776408621971184,0.3202462055589233
0.3202462055589233,0.8707542935361406
0.8707542935361406,0.450165015298069
0.450165015298069,0.9900658971990334
0.9900658971990334,0.03934166561002581
0.03934166561002581,0.1511755958282189
0.1511755958282189,0.5132861402168076
0.5132861402168076,0.9992939139125573
0.9992939139125573,0.002822350119519337
0.002822350119519337,0.011257537837288745
0.011257537837288745,0.04452322271652303
0.04452322271652303,0.17016362142183167
0.17016362142183167,0.5648318534657569
0.5648318534657569,0.9831873231047785
0.9831873231047785,0.06612004316335346
0.06612004316335346,0.2469927322217189
0.2469927322217189,0.7439492898054767
0.7439492898054767,0.7619549760136142
0.7619549760136142,0.7255183621668273
0.7255183621668273,0.7965658733023668
0.7965658733023668,0.648194731169618
0.648194731169618,0.9121532866142585
0.9121532866142585,0.3205186733322594
0.3205186733322594,0.8711458135103513
0.8711458135103513,0.44900314045495826
0.44900314045495826,0.9895972812661732
0.9895972812661732,0.041178008707086794
0.041178008707086794,0.1579295212240235
0.1579295212240235,0.5319511501998969
0.5319511501998969,0.9959164960036145
0.9959164960036145,0.016267315965987867
0.016267315965987867,0.06401076158900233
0.06401076158900233,0.23965353595919295
0.23965353595919295,0.728878874645795
0.728878874645795,0.7904578429634977
0.7904578429634977,0.6625369658439684
0.6625369658439684,0.8943269389369466
0.8943269389369466,0.37802506091447036
0.37802506091447036,0.9404884569403252
0.9404884569403252,0.22387967720932497
0.22387967720932497,0.6950302693678937
0.6950302693678937,0.8478527761211473
0.8478527761211473,0.5159937845792439
0.5159937845792439,0.9989767954193309
0.9989767954193309,0.004088630532220664
0.004088630532220664,0.016287654530366628
0.016287654530366628,0.06408946736106422
0.06408946736106422,0.2399280301377572
0.2399280301377572,0.7294502819678907
0.7294502819678907,0.7894102724194217
0.7894102724194217,0.6649667768724644
0.6649667768724644,0.8911438501132422
0.8911438501132422,0.38802595407435825
0.38802595407435825,0.949847252156169
0.949847252156169,0.19054979891017623
0.19054979891017623,0.6169622921818706
0.6169622921818706,0.9452792888302509
0.9452792888302509,0.2069054197553039
0.2069054197553039,0.6563822681247415
0.6563822681247415,0.9021783448646458
0.9021783448646458,0.3530103156877362
0.3530103156877362,0.9135761308231242
0.9135761308231242,0.3158191360534963
0.3158191360534963,0.8643096374236781
0.8643096374236781,0.4691139523209129
0.4691139523209129,0.9961842082350606
0.9961842082350606,0.015204925992584092
0.015204925992584092,0.05989494487257654
0.05989494487257654,0.22523016180515024
